name,srid,active,hof,positions,start,end,letter
Ralph Kercheval,KercRa20,False,False,B,1934,1940,K
Zac Kerin,KeriZa00,True,False,C,2014,2017,K
Gary Kerkorian,KerkGa20,False,False,QB,1952,1956,K
Jeremy Kerley,KerlJe00,True,False,WR,2011,2017,K
Bill Kern,KernBi20,False,False,T,1929,1930,K
Brett Kern,KernBr20,True,False,P,2008,2017,K
Chris Kern,KernCh20,False,False,DB,2004,2004,K
Don Kern,KernDo20,False,False,TE,1984,1986,K
Rex Kern,KernRe20,False,False,DB,1971,1974,K
Marlon Kerner,KernMa20,False,False,DB,1995,1998,K
Patrick Kerney,KernPa99,False,False,DE,1999,2009,K
John Kerns,KernJo20,False,False,T,1947,1949,K
Graham Kernwein,KernGr20,False,False,TB-HB,1926,1926,K
Bill Kerr,KerrBi20,False,False,E,1946,1946,K
George Kerr,KerrGe20,False,False,T-G,1920,1921,K
Jim Kerr,KerrJi20,False,False,DB,1961,1962,K
Zach Kerr,KerrZa00,True,False,NT,2014,2017,K
Joe Kerridge,KerrJo00,True,False,FB,2016,2017,K
Mike Kerrigan,KerrMi00,False,False,QB,1983,1984,K
Ryan Kerrigan,KerrRy00,True,False,DE,2011,2017,K
Tom Kerrigan,KerrTo20,False,False,G,1929,1930,K
Merritt Kersey,KersMe20,False,False,P-RB,1974,1975,K
George Kershaw,KersGe20,False,False,E,1949,1949,K
William Kershaw,KersWi20,False,False,LB,2006,2009,K
Wally Kersten,KersWa20,False,False,T,1982,1982,K
Bob Keseday,KeseBo20,False,False,TE,1987,1987,K
Cody Kessler,KessCo00,True,False,QB,2016,2017,K
Eric Kettani,KettEr00,False,False,RB,2012,2014,K
Alex Ketzko,KetzAl20,False,False,T,1943,1943,K
Ken Keuper,KeupKe20,False,False,B,1945,1948,K
Josh Keur,KeurJo20,False,False,TE,2000,2000,K
David Key,KeyxDa20,False,False,DB,1991,1991,K
Wade Key,KeyxWa20,False,False,G-T,1970,1979,K
Bob Keyes,KeyeBo00,False,False,HB,1960,1960,K
Jimmy Keyes,KeyeJi20,False,False,LB-K,1968,1969,K
Josh Keyes,KeyeJo00,True,False,LB,2015,2017,K
Leroy Keyes,KeyeLe20,False,False,DB-RB,1969,1973,K
Marcus Keyes,KeyeMa20,False,False,DT,1996,1996,K
Brady Keys,KeysBr00,False,False,DB-HB,1961,1968,K
Howard Keys,KeysHo20,False,False,C-T,1960,1963,K
Isaac Keys,KeysIs20,False,False,LB,2004,2005,K
Tyrone Keys,KeysTy20,False,False,DE-LB,1983,1988,K
Darren Keyton,KeytDa00,False,False,G,2014,2014,K
Jon Keyworth,KeywJo00,False,False,RB,1974,1980,K
Bob Khayat,KhayBo20,False,False,G-K-C,1960,1963,K
Ed Khayat,KhayEd20,False,False,DT-DE-T,1957,1966,K
Bill Kibler,KiblBi20,False,False,TB,1922,1922,K
Walt Kichefski,KichWa20,False,False,E,1940,1944,K
Billy Kidd,KiddBi20,False,False,C,1987,1987,K
Carl Kidd,KiddCa20,False,False,DB,1995,1996,K
John Kidd,KiddJo20,False,False,P,1984,1998,K
Keith Kidd,KiddKe20,False,False,WR,1987,1987,K
Blair Kiel,KielBl00,False,False,QB,1984,1991,K
Terrence Kiel,KielTe20,False,False,DB,2003,2006,K
Max Kielbasa,KielMa20,False,False,HB,1946,1946,K
Howard Kieley,KielHo20,False,False,T,1923,1926,K
Walt Kiesling,KiesWa20,False,True,G-T,1926,1938,K
Jeff Kiewel,KiewJe20,False,False,G,1985,1987,K
Danny Kight,KighDa20,False,False,K,1999,2001,K
Kelvin Kight,KighKe00,False,False,WR,2004,2006,K
George Kiick,KiicGe20,False,False,FB,1940,1945,K
Jim Kiick,KiicJi00,False,False,RB,1968,1977,K
Hau'oli Kikaha,KikaHa00,True,False,OLB,2015,2017,K
Warren Kilbourne,KilbWa20,False,False,T,1939,1939,K
Bob Kilcullen,KilcBo20,False,False,DT-DE-T,1957,1966,K
Roger Kiley,KileRo20,False,False,E,1923,1923,K
Darius Kilgo,KilgDa01,True,False,DT,2015,2016,K
Daniel Kilgore,KilgDa00,True,False,OL,2011,2017,K
Jon Kilgore,KilgJo20,False,False,P,1965,1969,K
Miles Killebrew,KillMi00,True,False,SS,2016,2017,K
Terry Killens,KillTe20,False,False,LB,1996,2002,K
Charlie Killett,KillCh00,False,False,HB,1963,1963,K
Gene Killian,KillGe20,False,False,G,1974,1974,K
Lyons Killiher,KillLy20,False,False,G,1928,1928,K
Glenn Killinger,KillGl20,False,False,TB,1921,1926,K
Cedric Killings,KillCe20,False,False,DT,2000,2007,K
Pat Killorin,KillPa20,False,False,C,1966,1966,K
Billy Kilmer,KilmBi00,False,False,QB-HB,1961,1978,K
Ethan Kilmer,KilmEt00,False,False,WR,2006,2006,K
Bucko Kilroy,KilrBu00,False,False,G-MG-T-DT,1943,1955,K
David Kilson,KilsDa20,False,False,DB,1983,1983,K
Bobby Kimball,KimbBo20,False,False,WR,1979,1980,K
Bruce Kimball,KimbBr20,False,False,G,1982,1984,K
Bill Kimber,KimbBi00,False,False,DE,1959,1961,K
Frank Kimble,KimbFr20,False,False,E,1945,1945,K
Garry Kimble,KimbGa20,False,False,DB,1987,1987,K
Elbert Kimbrough,KimbEl20,False,False,DB,1961,1968,K
John Kimbrough,KimbJo20,False,False,FB,1946,1948,K
John Kimbrough,KimbJo00,False,False,WR,1977,1977,K
Tony Kimbrough,KimbTo00,False,False,WR,1993,1994,K
J.D. Kimmel,KimmJ.20,False,False,DT,1955,1958,K
Jamie Kimmel,KimmJa20,False,False,LB,1986,1987,K
Jerry Kimmel,KimmJe20,False,False,LB,1987,1987,K
Jon Kimmel,KimmJo20,False,False,LB,1985,1987,K
Ola Kimrin,kimriola01,False,False,K,2004,2004,K
Billy Kinard,KinaBi20,False,False,DB-HB,1956,1960,K
Bruiser Kinard,KinaBr20,False,True,T,1938,1947,K
George Kinard,KinaGe20,False,False,G,1941,1946,K
Terry Kinard,KinaTe00,False,False,DB,1983,1990,K
Keylon Kincade,KincKe00,False,False,RB,2006,2006,K
Jim Kincaid,KincJi20,False,False,DB,1954,1954,K
Brian Kinchen,KincBr00,False,False,TE,1988,2003,K
Todd Kinchen,KincTo00,False,False,WR,1992,1998,K
Randy Kinder,KindRa20,False,False,RB,1997,1997,K
Hobby Kinderdine,KindHo20,False,False,C,1920,1929,K
Shine Kinderdine,KindSh20,False,False,G,1924,1924,K
Walt Kinderdine,KindWa20,False,False,B,1923,1925,K
Keith Kinderman,KindKe00,False,False,FB-DB,1963,1965,K
Howard Kindig,KindHo21,False,False,DE-T,1965,1974,K
Greg Kindle,KindGr20,False,False,G-T,1974,1977,K
Sergio Kindle,KindSe99,False,False,LB,2011,2012,K
Derrick Kindred,KindDe00,True,False,SS,2016,2017,K
Bill Kindricks,KindBi20,False,False,DT,1968,1968,K
Don Kindt,KindDo00,False,False,DB-FB-HB,1947,1955,K
Don Kindt,KindDo20,False,False,TE,1987,1987,K
George Kinek,KineGe20,False,False,E,1954,1954,K
Michael Kinek,KineMi20,False,False,E,1940,1940,K
Steve Kiner,KineSt20,False,False,LB,1970,1978,K
 King,Kingxx20,False,False,TB,1920,1920,K
Akeem King,KingAk00,True,False,DB,2015,2015,K
Andre King,KingAn00,False,False,WR,2001,2004,K
Andy King,KingAn20,False,False,G,2002,2003,K
Angelo King,KingAn21,False,False,LB,1981,1987,K
Austin King,KingAu20,False,False,C,2004,2006,K
Brandon King,KingBr01,False,False,DB,2010,2012,K
Brandon King,KingBr02,True,False,DB,2015,2017,K
Bruce King,KingBr00,False,False,RB,1985,1987,K
Carlos King,KingCa00,False,False,RB,1998,1998,K
Charlie King,KingCh20,False,False,DB,1966,1969,K
Claude King,KingCl00,False,False,HB,1961,1962,K
David King,KingDa20,False,False,DB,1985,1987,K
David King,KingDa00,True,False,DE,2014,2017,K
Deon King,KingDe00,True,False,LB,2016,2017,K
Desmond King,KingDe01,True,False,FS,2017,2017,K
Dick King,KingDi20,False,False,FB-WB-TB-HB,1921,1923,K
Don King,KingDo20,False,False,DE-DT,1954,1960,K
Don King,KingDo21,False,False,DB,1987,1987,K
Ed King,KingEd20,False,False,G-DE-DG,1948,1950,K
Ed King,KingEd21,False,False,G-T,1991,1997,K
Emanuel King,KingEm20,False,False,LB,1985,1989,K
Emmett King,KingEm21,False,False,FB-HB,1954,1954,K
Eric King,KingEr20,False,False,DB,2005,2010,K
Fay King,KingFa20,False,False,E,1946,1949,K
Fred King,KingFr20,False,False,HB,1937,1937,K
Gordon King,KingGo20,False,False,T-G,1978,1987,K
Gus King,KingGu20,False,False,E-HB,1922,1922,K
Henry King,KingHe20,False,False,DB,1967,1967,K
Horace King,KingHo00,False,False,RB,1975,1983,K
Jarriel King,KingJa00,False,False,T,2011,2011,K
Jeff King,KingJe00,False,False,TE,2006,2012,K
Jerome King,KingJe20,False,False,DB,1979,1980,K
Joe King,KingJo20,False,False,DB,1991,1995,K
Justin King,KingJu99,False,False,DB,2009,2012,K
Kenny King,KingKe00,False,False,RB,1979,1985,K
Kenny King,KingKe20,False,False,DE,2003,2003,K
Kevin King,KingKe01,True,False,CB,2017,2017,K
Lamar King,KingLa20,False,False,DE,1999,2003,K
Linden King,KingLi20,False,False,LB,1978,1989,K
Marquette King,KingMa00,True,False,P,2012,2017,K
Mitch King,KingMi99,False,False,DT,2010,2011,K
Phil King,KingPh00,False,False,HB-FB,1958,1966,K
Ralph King,KingRa20,False,False,G,1924,1925,K
Rip King,KingRi20,False,False,B,1920,1925,K
Shaun King,KingSh00,False,False,QB,1999,2004,K
Shawn King,KingSh20,False,False,DE,1995,1999,K
Steve King,KingSt20,False,False,LB,1973,1981,K
Tavarres King,KingTa00,True,False,WR,2014,2017,K
Tim King,KingTi20,False,False,DB,1987,1987,K
Tony King,KingTo20,False,False,DB,1967,1967,K
Vick King,KingVi00,False,False,RB,2004,2004,K
Ellsworth Kingery,KingEl20,False,False,DB,1954,1954,K
Wayne Kingery,KingWa20,False,False,HB-DB,1949,1949,K
Rick Kingrea,KingRi21,False,False,LB,1971,1978,K
Kliff Kingsbury,KingKl00,False,False,QB,2005,2005,K
Doug Kingsriter,KingDo00,False,False,TE,1973,1975,K
Reggie Kinlaw,KinlRe20,False,False,NT,1979,1986,K
G.J. Kinne,KinnG.00,False,False,QB,2014,2014,K
Larry Kinnebrew,KinnLa00,False,False,RB,1983,1990,K
Erron Kinney,KinnEr00,False,False,TE,2000,2005,K
George Kinney,KinnGe20,False,False,DE,1965,1965,K
Jeff Kinney,KinnJe00,False,False,RB,1972,1976,K
Kelvin Kinney,KinnKe20,False,False,DE,1997,1998,K
Steve Kinney,KinnSt20,False,False,T,1973,1974,K
Vince Kinney,KinnVi20,False,False,WR,1978,1979,K
Carl Kinscherf,KinsCa20,False,False,FB,1943,1944,K
Matt Kinzer,KinzMa20,False,False,P,1987,1987,K
Charles Kirby,KirbCh20,False,False,FB,2000,2000,K
Jack Kirby,KirbJa20,False,False,HB-DB,1949,1949,K
John Kirby,KirbJo20,False,False,LB,1964,1970,K
Terry Kirby,KirbTe00,False,False,RB,1993,2002,K
Kelly Kirchbaum,KircKe20,False,False,LB,1980,1987,K
Bill Kirchiro,KircBi20,False,False,G,1962,1962,K
Mark Kirchner,KircMa20,False,False,G-T,1983,1986,K
David Kircus,KircDa00,False,False,WR,2003,2006,K
Ernest Kirk,KirkEr20,False,False,DE,1977,1977,K
George Kirk,KirkGe20,False,False,C,1926,1926,K
Ken Kirk,KirkKe20,False,False,LB,1960,1963,K
Randy Kirk,KirkRa20,False,False,LB,1987,1999,K
Heinie Kirkgard,KirkHe20,False,False,HB,1923,1923,K
Bo Kirkland,KirkBo20,False,False,G,1935,1936,K
Denver Kirkland,KirkDe00,False,False,OG,2016,2016,K
Levon Kirkland,KirkLe00,False,False,LB,1992,2002,K
Mike Kirkland,KirkMi00,False,False,QB,1978,1978,K
Frank Kirkleski,KirkFr20,False,False,B,1927,1931,K
Red Kirkman,KirkRe20,False,False,B,1933,1935,K
Dre Kirkpatrick,KirkDr00,True,False,CB,2012,2017,K
Christian Kirksey,KirkCh00,True,False,OLB,2014,2017,K
Jon Kirksey,KirkJo20,False,False,DT,1996,1996,K
Roy Kirksey,KirkRo20,False,False,G,1971,1974,K
William Kirksey,KirkWi20,False,False,LB,1990,1990,K
Jammie Kirlew,KirlJa99,False,False,LB,2011,2011,K
Gary Kirner,KirnGa20,False,False,G-T,1964,1969,K
Lou Kirouac,KiroLo20,False,False,G-T-K,1963,1967,K
Travis Kirschke,KirsTr20,False,False,DT-DE,1997,2009,K
David Kirtman,KirtDa00,False,False,RB,2007,2008,K
Mike Kiselak,KiseMi20,False,False,C-G,1998,1998,K
Paul Kiser,KisePa20,False,False,G,1987,1987,K
Ben Kish,KishBe20,False,False,B,1940,1949,K
George Kisiday,KisiGe20,False,False,E,1948,1948,K
Adolph Kissell,KissAd20,False,False,HB,1942,1942,K
Ed Kissell,KissEd20,False,False,DB,1952,1954,K
John Kissell,KissJo20,False,False,DT-T,1948,1956,K
Veto Kissell,KissVi20,False,False,LB-FB,1949,1950,K
Danny Kistler,KistDa00,False,False,T,2014,2014,K
Ishmaa'ily Kitchen,KitcIs00,False,False,NT,2012,2015,K
Jon Kitna,KitnJo00,False,False,QB,1997,2011,K
Syd Kitson,KitsSy20,False,False,G-T,1980,1984,K
George Kittle,KittGe00,True,False,TE,2017,2017,K
Kurt Kittner,KittKu00,False,False,QB,2003,2003,K
Paul Kittredge,KittPa20,False,False,B,1929,1929,K
Jim Kitts,KittJi00,False,False,RB,1997,1998,K
Dutch Kitzmiller,KitzDu20,False,False,FB,1931,1931,K
Mathias Kiwanuka,KiwaMa20,False,False,DE,2006,2014,K
DeShone Kizer,KizeDe00,True,False,QB,2017,2017,K
Lee Kizzire,KizzLe20,False,False,FB,1937,1937,K
Earl Klapstein,KlapEa20,False,False,T,1946,1946,K
John Klasnic,KlasJo20,False,False,WB-DB,1948,1948,K
Fee Klaus,KlauFe20,False,False,C,1921,1921,K
Dick Klawitter,KlawDi20,False,False,C,1956,1956,K
Dan Klecko,KlecDa20,False,False,DT,2003,2008,K
Joe Klecko,KlecJo00,False,False,DT-NT-DE,1977,1988,K
A.J. Klein,KleiAJ00,True,False,ILB,2013,2017,K
Bob Klein,KleiBo00,False,False,TE,1969,1979,K
Dick Klein,KleiDi00,False,False,T-DT,1958,1964,K
Perry Klein,KleiPe20,False,False,QB,1994,1994,K
Jim Kleinsasser,KleiJi00,False,False,TE-FB,1999,2011,K
Adrian Klemm,KlemAd20,False,False,G-T,2000,2005,K
Quentin Klenk,KlenQu20,False,False,T,1946,1946,K
Rocky Klever,KlevRo00,False,False,TE-RB,1983,1987,K
Ed Klewicki,KlewEd20,False,False,E,1935,1938,K
Adolph Kliebhan,KlieAd20,False,False,B,1921,1921,K
Tony Klimek,KlimTo20,False,False,DE,1951,1952,K
Alan Kline,KlinAl20,False,False,T,1995,1995,K
Jiggs Kline,KlinJi20,False,False,E,1939,1942,K
Josh Kline,KlinJo01,True,False,OL,2013,2017,K
Chuck Klingbeil,KlinCh20,False,False,DT-NT,1991,1995,K
John Klingel,KlinJo20,False,False,DE,1987,1988,K
David Klingler,KlinDa00,False,False,QB,1992,1997,K
Joe Klopfenstein,KlopJo00,False,False,TE,2006,2009,K
Harry Kloppenberg,KlopHa20,False,False,E-G,1930,1934,K
Bruce Klosterman,KlosBr20,False,False,LB,1987,1990,K
Don Klosterman,KlosDo20,False,False,QB,1952,1952,K
Mike Klotovich,KlotMi20,False,False,WB,1945,1945,K
Jack Klotz,KlotJa20,False,False,T,1960,1964,K
Al Klug,KlugAl20,False,False,T-G,1946,1948,K
Dave Klug,KlugDa20,False,False,LB,1981,1983,K
Karl Klug,KlugKa00,True,False,DL,2011,2017,K
John Klumb,KlumJo20,False,False,E,1939,1940,K
Nick Klutka,KlutNi20,False,False,E,1946,1946,K
Chris Kluwe,KluwCh20,False,False,P,2005,2012,K
Pete Kmetovic,KmetPe20,False,False,HB,1946,1947,K
Shiner Knab,KnabSh20,False,False,B,1921,1921,K
Glenn Knack,KnacGl20,False,False,G,1922,1924,K
Gary Knafelc,KnafGa00,False,False,E,1954,1963,K
Greg Knafelc,KnafGr20,False,False,QB,1983,1983,K
Ken Knapczyk,KnapKe20,False,False,WR,1987,1987,K
Dan Knapp,KnapDa00,False,False,T,2012,2012,K
Lindsay Knapp,KnapLi20,False,False,G,1993,1996,K
Jack Knapper,KnapJa20,False,False,B,1934,1934,K
Jeff Knapple,KnapJe20,False,False,QB,1980,1980,K
Bill Knecht,KnecBi20,False,False,T,1925,1925,K
Gayle Knief,KnieGa00,False,False,WR,1970,1970,K
Bryan Knight,KnigBr20,False,False,LB,2002,2003,K
Charlie Knight,KnigCh20,False,False,C-T,1920,1921,K
Curt Knight,KnigCu20,False,False,K,1969,1973,K
David Knight,KnigDa00,False,False,WR,1973,1977,K
George Knight,KnigGe20,False,False,G,1920,1920,K
Leander Knight,KnigLe20,False,False,DB,1987,1990,K
Marcus Knight,KnigMa00,False,False,WR,2001,2002,K
Pat Knight,KnigPa20,False,False,LB,1952,1955,K
Roger Knight,KnigRo20,False,False,LB,2001,2004,K
Sammy Knight,KnigSa00,False,False,DB,1997,2008,K
Shawn Knight,KnigSh20,False,False,DE,1987,1989,K
Steve Knight,KnigSt20,False,False,G,1987,1987,K
Suge Knight,KnigSu20,False,False,DE,1987,1987,K
Tom Knight,KnigTo20,False,False,DB,1997,2003,K
Terrance Knighton,KnigTe99,False,False,DT,2009,2015,K
Kurt Knoff,KnofKu20,False,False,DB,1977,1982,K
Johnny Knolla,KnolJo20,False,False,HB,1942,1945,K
Oscar Knop,KnopOs20,False,False,B-E,1920,1927,K
Larry Knorr,KnorLa20,False,False,E,1942,1945,K
Micah Knorr,knorrmic01,False,False,P,2000,2004,K
Jake Knott,KnotJa00,False,False,LB,2013,2014,K
Bill Knox,KnoxBi20,False,False,DB,1974,1976,K
Charlie Knox,KnoxCh20,False,False,B,1937,1937,K
Corey Knox,KnoxCo00,False,False,FB,2014,2014,K
Daryl Knox,KnoxDa20,False,False,LB,1987,1987,K
Johnny Knox,KnoxJo00,False,False,WR,2009,2012,K
Kevin Knox,KnoxKe20,False,False,WR,1994,1994,K
Kyle Knox,KnoxKy00,False,False,LB,2012,2014,K
Mike Knox,KnoxMi20,False,False,LB,1987,1987,K
Ronnie Knox,KnoxRo20,False,False,QB,1957,1957,K
Sam Knox,KnoxSa20,False,False,G-T,1934,1936,K
Gene Knutson,KnutGe20,False,False,DE,1954,1956,K
Steve Knutson,KnutSt20,False,False,G-T,1976,1978,K
Matt Koart,KoarMa20,False,False,DE,1986,1986,K
Steve Kobolinski,KoboSt20,False,False,C,1926,1926,K
Mickey Kobrosky,KobrMi20,False,False,QB,1937,1937,K
Aaron Koch,KochAa20,False,False,G-T,2000,2001,K
George Koch,KochGe20,False,False,HB,1945,1947,K
Greg Koch,KochGr20,False,False,T-G,1977,1987,K
Markus Koch,KochMa20,False,False,DE-DT,1986,1991,K
Pete Koch,KochPe20,False,False,NT-DE-DT,1984,1989,K
Polly Koch,KochPo20,False,False,G-T,1920,1920,K
Sam Koch,KochSa20,True,False,P,2006,2017,K
Mike Kochel,KochMi20,False,False,G,1939,1939,K
Roger Kochman,KochRo00,False,False,HB,1963,1963,K
Dave Kocourek,KocoDa00,False,False,TE-FL,1960,1968,K
Kris Kocurek,KocuKr20,False,False,DT,2001,2001,K
Joe Kodba,KodbJo20,False,False,C-LB,1947,1947,K
Vic Koegel,KoegVi20,False,False,LB,1974,1974,K
Warren Koegel,KoegWa20,False,False,C,1971,1974,K
Bob Koehler,KoehBo20,False,False,FB,1920,1926,K
Marshall Koehn,KoehMa00,True,False,K,2017,2017,K
Michael Koenen,koenemic01,False,False,P,2005,2014,K
Art Koeninger,KoenAr20,False,False,C,1931,1933,K
Dick Koeper,KoepDi20,False,False,T,1966,1966,K
Karl Koepfer,KoepKa20,False,False,G,1958,1958,K
Adam Koets,KoetAd20,False,False,T,2007,2010,K
Matt Kofler,KoflMa00,False,False,QB,1982,1985,K
Dutch Kohl,KohlDu20,False,False,E,1920,1922,K
Joe Kohlbrand,KohlJo20,False,False,LB,1985,1989,K
Bob Kohrs,KohrBo20,False,False,DE-LB,1981,1985,K
Mike Koken,KokeMi20,False,False,QB-HB,1933,1933,K
Jon Kolb,KolbJo20,False,False,T-C,1969,1981,K
Kevin Kolb,KolbKe00,False,False,QB,2007,2012,K
Elmer Kolberg,KolbEl20,False,False,HB-E,1939,1941,K
Mike Kolen,KoleMi20,False,False,LB,1970,1977,K
Bob Kolesar,KoleBo20,False,False,G,1946,1946,K
Larry Kolic,KoliLa20,False,False,LB,1986,1988,K
Bill Kollar,KollBi20,False,False,DE-NT-DT,1974,1981,K
Louie Kolls,KollLo20,False,False,C,1920,1927,K
Ed Kolman,KolmEd20,False,False,T,1940,1949,K
Ross Kolodziej,KoloRo20,False,False,DT,2001,2007,K
Chris Kolodziejski,KoloCh20,False,False,TE,1984,1984,K
Bill Koman,KomaBi00,False,False,LB,1956,1967,K
Max Komar,KomaMa00,False,False,WR,2010,2011,K
Jeff Komlo,KomlJe00,False,False,QB,1979,1983,K
John Kompara,KompJo20,False,False,DT,1960,1960,K
Mark Koncar,KoncMa20,False,False,T,1976,1982,K
John Kondrla,KondJo20,False,False,T,1945,1945,K
Mark Konecny,KoneMa20,False,False,RB,1987,1988,K
Floyd Konetsky,KoneFl20,False,False,E,1944,1947,K
John Koniszewski,KoniJo20,False,False,T,1945,1948,K
Ed Konopasek,KonoEd20,False,False,T,1987,1987,K
Bob Konovsky,KonoBo20,False,False,G-DE,1956,1961,K
Rob Konrad,KonrRo00,False,False,FB,1999,2004,K
Jameson Konz,KonzJa00,False,False,TE,2011,2011,K
Ken Konz,KonzKe00,False,False,DB,1953,1959,K
Peter Konz,KonzPe00,False,False,C,2012,2014,K
YoungHoe Koo,KooxYo00,True,False,K,2017,2017,K
Scott Kooistra,KooiSc20,False,False,T,2003,2009,K
George Koonce,KoonGe20,False,False,LB,1992,2000,K
Joe Koons,KoonJo20,False,False,C,1941,1941,K
Ed Koontz,KoonEd20,False,False,LB,1968,1968,K
Joe Koontz,KoonJo21,False,False,WR,1968,1968,K
Matt Kopa,KopaMa00,False,False,T,2012,2012,K
Dave Kopay,KopaDa00,False,False,RB,1964,1972,K
Joe Kopcha,KopcJo20,False,False,G,1929,1936,K
Lou Koplow,KoplLo20,False,False,T,1926,1926,K
Jeff Kopp,KoppJe20,False,False,LB,1995,1999,K
Dan Koppen,KoppDa20,False,False,C,2003,2012,K
Walt Koppisch,KoppWa20,False,False,TB-WB-HB,1925,1926,K
Mark Korff,KorfMa20,False,False,LB,1987,1987,K
Ed Korisky,KoriEd20,False,False,C,1944,1944,K
R.J. Kors,KorsR.20,False,False,DB,1991,1993,K
Ken Kortas,KortKe20,False,False,DT,1964,1969,K
Steve Korte,KortSt20,False,False,C-G,1983,1989,K
Kelvin Korver,KorvKe20,False,False,DT,1973,1975,K
Bernie Kosar,KosaBe00,False,False,QB,1985,1996,K
Stan Kosel,KoseSt20,False,False,FB-HB,1938,1939,K
Terry Kosens,KoseTe20,False,False,DB,1963,1963,K
Julie Koshlap,KoshJu20,False,False,B,1945,1945,K
Kyle Kosier,KosiKy20,False,False,G-T,2002,2011,K
Frank Kosikowski,KosiFr20,False,False,DE,1948,1948,K
Gary Kosins,KosiGa00,False,False,RB,1972,1974,K
Stein Koss,KossSt20,False,False,TE,1987,1987,K
Ron Kostelnik,KostRo20,False,False,DT,1961,1969,K
Michael Kostiuk,KostMi20,False,False,T,1941,1945,K
Stan Kostka,KostSt20,False,False,FB-LB,1935,1935,K
Marty Kostos,KostMa20,False,False,E,1929,1929,K
Tony Kostos,KostTo20,False,False,E-C-G-T,1927,1931,K
Eddie Kotal,KotaEd20,False,False,B,1925,1929,K
Doug Kotar,KotaDo00,False,False,RB,1974,1981,K
Rich Kotite,KotiRi00,False,False,TE,1967,1972,K
Marty Kottler,KottMa20,False,False,FB,1933,1933,K
Arie Kouandjio,KouaAr00,True,False,OG,2015,2017,K
Cyrus Kouandjio,KouaCy00,True,False,OT,2014,2017,K
Niko Koutouvides,KoutNi20,False,False,LB,2004,2012,K
Ed Kovac,KovaEd00,False,False,HB,1960,1962,K
Jim Kovach,KovaJi20,False,False,LB,1979,1985,K
Jordan Kovacs,KovaJo00,False,False,S,2013,2015,K
Bill Kovacsy,KovaBi20,False,False,G,1923,1923,K
Mike Kovaleski,KovaMi20,False,False,LB,1987,1987,K
John Kovatch,KovaJo20,False,False,E,1942,1947,K
Johnny Kovatch,KovaJo21,False,False,E,1938,1938,K
Walt Kowalczyk,KowaWa00,False,False,FB-DB,1958,1961,K
Joe Kowalewski,KowaJo00,False,False,TE,2007,2007,K
Bob Kowalkowski,KowaBo20,False,False,G,1966,1977,K
Scott Kowalkowski,KowaSc20,False,False,LB,1991,2001,K
Al Kowalski,KowaAd20,False,False,BB-DB,1947,1947,K
Andy Kowalski,KowaAn20,False,False,E,1943,1945,K
Gary Kowalski,KowaGa20,False,False,T-G,1983,1988,K
Kevin Kowalski,KowaKe00,False,False,C,2011,2012,K
Nick Kowgios,KowgNi20,False,False,RB,1987,1987,K
Ernie Koy,KoyxEr00,False,False,RB-FL-P,1965,1970,K
Ted Koy,KoyxTe00,False,False,TE-RB-LB,1970,1974,K
Ben Koyack,KoyaBe00,True,False,TE,2016,2017,K
Scott Kozak,KozaSc20,False,False,LB,1989,1993,K
Chet Kozel,KozeCh20,False,False,T-G,1947,1948,K
Bruce Kozerski,KozeBr20,False,False,C-G-T,1984,1995,K
Mike Koziak,KoziMi20,False,False,G,1925,1925,K
Brian Kozlowski,KozlBr00,False,False,TE,1994,2007,K
Glen Kozlowski,KozlGl00,False,False,WR,1987,1992,K
Mike Kozlowski,KozlMi20,False,False,DB,1979,1986,K
Stan Kozlowski,KozlSt20,False,False,FB,1946,1946,K
Joe Kozlowsky,KozlJo20,False,False,T-G-E,1925,1930,K
Tanoh Kpassagnon,KpasTa00,True,False,DE,2017,2017,K
Dave Kraayeveld,KraaDa20,False,False,DE-DT,1978,1978,K
Michael Kracalik,KracMi20,False,False,T,2006,2008,K
George Kracum,KracGe20,False,False,FB,1941,1941,K
